customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total
ID0346,No,Male,0,No,No,38,Yes,Yes,No,No internet service,No,Yes,No,No,Yes,Two year,No,Electronic check,29.48,1120.24
ID0347,Yes,Female,0,Yes,Yes,45,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.16,2347.2
ID0348,No,Female,1,No,Yes,6,Yes,No,No,Yes,No internet service,Yes,No internet service,No,No,One year,No,Bank transfer (automatic),21.94,131.64000000000001
ID0349,No,Female,0,Yes,Yes,35,Yes,No phone service,No,No,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Credit card (automatic),31.07,1087.45
ID0350,No,Female,0,No,No,14,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),101.19,1416.6599999999999
ID0351,No,Male,0,Yes,No,72,Yes,Yes,No,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),102.94,7411.68
ID0352,No,Male,1,Yes,Yes,61,Yes,Yes,DSL,No,Yes,No,No,Yes,No internet service,One year,Yes,Mailed check,100.19,6111.59
ID0353,Yes,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,One year,No,Mailed check,92.68,1390.2
ID0354,Yes,Female,1,Yes,Yes,54,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,No,Credit card (automatic),99.33,5363.82
ID0355,No,Male,0,Yes,Yes,27,Yes,No,DSL,No,No internet service,No,Yes,No internet service,No,Two year,No,Electronic check,87.1,2351.7
ID0356,Yes,Female,0,No,Yes,13,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,One year,No,Electronic check,86.98,1130.74
ID0357,No,Male,0,No,Yes,31,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,No,One year,No,Credit card (automatic),86.74,2688.94
ID0358,No,Female,0,No,No,35,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,One year,Yes,Mailed check,71.4,2499.0
ID0359,No,Male,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,One year,No,Mailed check,56.33,3379.7999999999997
ID0360,No,Female,0,No,Yes,6,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,93.02,558.12
ID0361,No,Female,0,Yes,No,69,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),49.86,3440.34
ID0362,No,Male,0,Yes,Yes,58,Yes,Yes,No,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,74.29,4308.820000000001
ID0363,No,Female,0,No,Yes,49,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,One year,Yes,Bank transfer (automatic),63.34,3103.6600000000003
ID0364,No,Female,1,No,No,23,Yes,No phone service,No,No internet service,Yes,No,Yes,Yes,No internet service,One year,Yes,Mailed check,47.66,1096.1799999999998
ID0365,No,Male,1,Yes,No,34,Yes,No phone service,No,No,No,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,117.47,3993.98
ID0366,No,Female,0,Yes,No,26,Yes,Yes,DSL,No internet service,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),45.88,1192.88
ID0367,No,Male,0,No,Yes,47,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,Two year,Yes,Mailed check,50.93,2393.71
ID0368,Yes,Male,0,No,No,5,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),36.16,180.79999999999998
ID0369,Yes,Female,0,No,No,20,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,102.3,2046.0
ID0370,Yes,Female,0,No,Yes,6,Yes,No phone service,No,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),78.66,471.96
ID0371,Yes,Female,0,Yes,Yes,70,Yes,No,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.3,5691.0
ID0372,Yes,Female,0,No,Yes,59,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,One year,No,Electronic check,102.06,6021.54
ID0373,No,Female,0,No,Yes,64,No,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,54.29,3474.56
ID0374,Yes,Female,0,No,Yes,18,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,39.36,708.48
ID0375,No,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Two year,No,Mailed check,39.84,159.36
ID0376,No,Male,0,Yes,No,17,No,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,93.26,1585.42
ID0377,Yes,Female,0,Yes,No,14,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.41,1139.74
ID0378,No,Male,0,Yes,Yes,13,No,No phone service,No,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.63,528.19
ID0379,Yes,Female,0,No,Yes,7,No,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,34.51,241.57
ID0380,Yes,Female,0,Yes,Yes,44,Yes,No,No,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,32.07,1411.08
ID0381,No,Male,1,No,No,15,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,82.78,1241.7
ID0382,No,Female,0,No,No,19,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),20.01,380.19000000000005
ID0383,No,Female,0,No,Yes,63,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,Two year,No,Electronic check,21.83,1375.29
ID0384,No,Male,0,No,No,35,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,58.96,2063.6
ID0385,No,Female,0,Yes,Yes,35,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.13,3119.5499999999997
ID0386,Yes,Female,0,Yes,No,19,Yes,Yes,No,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),89.5,1700.5
ID0387,Yes,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,No,One year,No,Mailed check,63.01,1260.2
ID0388,No,Male,0,No,No,35,No,No,No,No,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,89.11,3118.85
ID0389,No,Female,1,No,Yes,32,Yes,No phone service,No,No,Yes,No internet service,No,No,No,Two year,No,Bank transfer (automatic),72.11,2307.52
ID0390,No,Female,0,No,No,48,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,117.69,5649.12
ID0391,No,Female,0,No,No,44,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,36.25,1595.0
ID0392,No,Female,0,No,Yes,24,Yes,No phone service,No,No internet service,No,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),80.07,1921.6799999999998
ID0393,No,Male,0,Yes,No,61,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Two year,Yes,Mailed check,69.12,4216.320000000001
ID0394,No,Male,0,No,Yes,17,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,39.45,670.6500000000001
ID0395,No,Female,0,Yes,Yes,71,No,No,DSL,No,No,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),95.0,6745.0
ID0396,No,Female,0,No,Yes,50,Yes,Yes,DSL,Yes,No internet service,Yes,No,No internet service,No,Two year,No,Mailed check,47.55,2377.5
ID0397,No,Male,0,No,Yes,65,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),58.17,3781.05
ID0398,No,Male,0,Yes,Yes,32,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),57.48,1839.36
ID0399,No,Female,0,Yes,No,36,No,No phone service,DSL,No internet service,No,Yes,Yes,Yes,No,One year,No,Electronic check,44.42,1599.1200000000001
ID0400,Yes,Male,0,No,Yes,13,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,No,Two year,Yes,Mailed check,63.07,819.91
ID0401,No,Female,0,No,Yes,70,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No internet service,Two year,No,Credit card (automatic),67.33,4713.099999999999
ID0402,No,Male,0,No,Yes,58,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Two year,Yes,Mailed check,94.42,5476.36
ID0403,No,Male,0,No,Yes,14,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,96.51,1351.14
ID0404,No,Male,0,Yes,No,37,Yes,Yes,DSL,No,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,35.86,1326.82
ID0405,No,Male,0,No,Yes,68,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No,One year,No,Credit card (automatic),79.28,5391.04
ID0406,No,Female,1,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,109.62,4384.8
ID0407,Yes,Male,0,No,Yes,59,Yes,No phone service,No,Yes,Yes,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),30.88,1821.9199999999998
ID0408,No,Male,0,Yes,No,16,Yes,No,DSL,No internet service,Yes,Yes,No,No,No internet service,One year,No,Bank transfer (automatic),67.29,1076.64
ID0409,Yes,Female,0,Yes,Yes,62,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),95.04,5892.4800000000005
ID0410,No,Male,0,No,Yes,4,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,No,One year,Yes,Mailed check,81.15,324.6
ID0411,No,Male,1,Yes,No,45,Yes,No,DSL,Yes,No internet service,No,No internet service,No,No,One year,Yes,Credit card (automatic),30.06,1352.7
ID0412,No,Female,1,No,Yes,28,Yes,Yes,No,Yes,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,59.66,1670.48
ID0413,No,Male,0,Yes,No,66,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No,Two year,No,Electronic check,70.72,4667.5199999999995
ID0414,No,Female,0,No,Yes,31,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),119.58,3706.98
ID0415,No,Female,0,Yes,No,3,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,No,One year,Yes,Electronic check,37.86,113.58
ID0416,Yes,Female,1,No,Yes,8,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,118.24,945.92
ID0417,No,Female,0,No,Yes,24,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No,No,Two year,Yes,Electronic check,57.61,1382.6399999999999
ID0418,No,Male,0,Yes,No,15,Yes,No,No,No,Yes,No,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),40.03,600.45
ID0419,No,Female,0,Yes,Yes,43,Yes,No,No,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),61.41,2640.6299999999997
ID0420,No,Male,0,Yes,Yes,31,No,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No,One year,No,Mailed check,81.4,2523.4
ID0421,No,Male,0,Yes,Yes,45,Yes,No phone service,DSL,No,No,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),41.35,1860.75
ID0422,Yes,Male,0,No,Yes,66,Yes,Yes,DSL,No,Yes,No internet service,No internet service,Yes,No,Two year,No,Credit card (automatic),49.14,3243.2400000000002
ID0423,No,Male,0,Yes,Yes,8,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),105.45,843.6
ID0424,Yes,Male,0,No,Yes,71,No,Yes,DSL,No internet service,No,No internet service,Yes,No,No,One year,No,Mailed check,119.9,8512.9
ID0425,No,Male,0,Yes,No,57,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),51.82,2953.7400000000002
ID0426,No,Male,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,Two year,No,Mailed check,34.89,1046.7
ID0427,No,Male,0,No,No,18,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,99.32,1787.7599999999998
ID0428,No,Male,0,No,Yes,69,Yes,Yes,No,No,Yes,No,Yes,No,No,Two year,No,Mailed check,80.05,5523.45
ID0429,Yes,Male,0,No,No,39,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,30.04,1171.56
ID0430,Yes,Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,114.68,6880.8
ID0431,No,Female,0,Yes,Yes,43,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,One year,No,Credit card (automatic),27.8,1195.4
ID0432,No,Female,0,No,Yes,45,Yes,No phone service,No,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),82.54,3714.3
ID0433,Yes,Male,0,Yes,Yes,23,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No,Two year,No,Bank transfer (automatic),62.39,1434.97
ID0434,Yes,Female,0,Yes,No,69,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,75.66,5220.54
ID0435,No,Female,0,No,Yes,6,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,41.32,247.92000000000002
ID0436,Yes,Female,0,Yes,No,56,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,One year,No,Mailed check,88.81,4973.360000000001
ID0437,No,Male,0,Yes,Yes,4,Yes,Yes,No,Yes,No internet service,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),115.97,463.88
ID0438,No,Male,0,Yes,No,23,Yes,No,DSL,Yes,No internet service,Yes,No,No,No internet service,Two year,Yes,Credit card (automatic),65.84,1514.3200000000002
ID0439,Yes,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,Yes,No,Two year,No,Mailed check,72.3,433.79999999999995
ID0440,Yes,Male,0,Yes,No,32,No,Yes,Fiber optic,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),43.98,1407.36
ID0441,No,Female,0,No,No,18,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,No internet service,Two year,Yes,Mailed check,109.19,1965.42
ID0442,No,Female,0,Yes,No,15,Yes,No,No,Yes,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,117.12,1756.8000000000002
ID0443,No,Female,0,Yes,No,40,No,No phone service,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,98.63,3945.2
ID0444,No,Female,0,Yes,Yes,6,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,One year,No,Electronic check,74.28,445.68
ID0445,No,Male,0,No,No,63,Yes,Yes,DSL,No internet service,No,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),115.68,7287.84
ID0446,No,Male,0,No,Yes,67,Yes,No phone service,No,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),35.39,2371.13
ID0447,No,Male,0,Yes,No,11,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,No,One year,Yes,Credit card (automatic),67.85,746.3499999999999
ID0448,No,Female,0,No,Yes,43,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,73.76,3171.6800000000003
ID0449,Yes,Male,0,Yes,No,17,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),69.19,1176.23
ID0450,No,Male,0,No,No,4,Yes,Yes,No,No internet service,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),100.24,400.96
ID0451,No,Female,0,No,Yes,63,Yes,No,No,Yes,Yes,No internet service,No internet service,No,No,One year,Yes,Mailed check,87.04,5483.52
ID0452,No,Female,0,Yes,No,68,Yes,No phone service,No,No,No internet service,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),32.67,2221.56
ID0453,No,Male,0,Yes,No,41,Yes,Yes,No,Yes,Yes,Yes,Yes,No internet service,No internet service,One year,No,Electronic check,54.65,2240.65
ID0454,Yes,Male,1,Yes,No,5,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),53.91,269.54999999999995
ID0455,No,Male,1,Yes,Yes,32,Yes,No,No,No,Yes,No internet service,No,No,No,Month-to-month,No,Electronic check,76.56,2449.92
ID0456,Yes,Male,0,No,No,70,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),49.15,3440.5
ID0457,No,Male,0,No,Yes,35,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,No internet service,One year,No,Credit card (automatic),31.73,1110.55
ID0458,Yes,Male,0,No,No,22,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,85.37,1878.14
ID0459,Yes,Female,0,Yes,No,65,Yes,No phone service,DSL,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,105.1,6831.5
ID0460,Yes,Female,0,Yes,Yes,22,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,113.16,2489.52
ID0461,No,Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),117.26,1289.8600000000001
ID0462,No,Male,0,Yes,No,3,Yes,No phone service,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,98.11,294.33
ID0463,No,Female,0,No,Yes,9,No,No,DSL,No internet service,Yes,No,No internet service,No internet service,No,One year,Yes,Mailed check,33.97,305.73
ID0464,No,Male,0,No,No,60,Yes,No,No,No internet service,Yes,No,No internet service,No,No,Two year,No,Mailed check,105.31,6318.6
ID0465,No,Male,0,No,Yes,14,Yes,No phone service,No,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),60.0,840.0
ID0466,Yes,Female,0,No,Yes,18,Yes,Yes,DSL,No,Yes,No internet service,No internet service,Yes,No,One year,No,Electronic check,92.99,1673.82
ID0467,No,Male,0,No,Yes,23,No,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),73.13,1681.9899999999998
ID0468,Yes,Male,0,Yes,No,47,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Mailed check,102.86,4834.42
ID0469,No,Female,0,Yes,Yes,69,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.55,4315.95
ID0470,Yes,Female,0,Yes,Yes,47,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.18,1230.46
ID0471,No,Female,0,No,No,30,Yes,No phone service,DSL,Yes,No internet service,Yes,No,No,No,One year,No,Mailed check,75.68,2270.4
ID0472,Yes,Male,0,No,Yes,25,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),37.13,928.2500000000001
ID0473,No,Female,0,No,No,28,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,116.55,3263.4
ID0474,No,Female,0,No,No,25,No,No phone service,No,Yes,No internet service,Yes,No,No internet service,No internet service,One year,No,Electronic check,72.7,1817.5
ID0475,No,Male,1,Yes,No,58,Yes,Yes,No,No internet service,Yes,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,75.36,4370.88
ID0476,Yes,Female,0,Yes,No,41,Yes,No,No,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,110.73,4539.93
ID0477,No,Female,0,No,Yes,25,No,Yes,DSL,No,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),82.46,2061.5
ID0478,No,Female,1,No,Yes,48,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.27,2412.96
ID0479,No,Male,0,No,Yes,10,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Electronic check,49.61,496.1
ID0480,No,Male,0,Yes,Yes,11,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,70.16,771.76
ID0481,No,Male,0,Yes,Yes,21,Yes,Yes,No,No,Yes,No internet service,No,No internet service,Yes,Two year,No,Mailed check,106.66,2239.86
ID0482,No,Male,0,Yes,No,45,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No internet service,Two year,No,Credit card (automatic),99.47,4476.15
ID0483,No,Female,0,No,Yes,7,Yes,No phone service,No,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,116.27,813.89
ID0484,No,Male,0,No,Yes,64,Yes,No,DSL,Yes,Yes,No,No internet service,No,No internet service,One year,Yes,Mailed check,27.19,1740.16
ID0485,No,Male,0,Yes,Yes,64,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,46.83,2997.12
ID0486,Yes,Female,0,No,No,2,Yes,Yes,No,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,28.02,56.04
ID0487,Yes,Female,0,Yes,No,42,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No,Two year,No,Electronic check,95.11,3994.62
ID0488,No,Female,0,No,Yes,54,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),34.08,1840.32
ID0489,No,Male,0,Yes,No,16,Yes,No,No,Yes,No internet service,No,No,No,No,Two year,Yes,Electronic check,29.99,479.84
ID0490,No,Male,0,No,Yes,18,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,No,One year,Yes,Electronic check,76.17,1371.06
ID0491,No,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,One year,Yes,Mailed check,61.15,3607.85
ID0492,Yes,Female,0,Yes,No,16,Yes,No phone service,No,Yes,Yes,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),91.51,1464.16
ID0493,Yes,Female,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,68.7,412.20000000000005
ID0494,No,Male,0,Yes,Yes,57,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),62.53,3564.21
ID0495,No,Female,0,Yes,Yes,47,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,No,Two year,No,Electronic check,62.55,2939.85
ID0496,No,Female,1,Yes,No,48,Yes,Yes,No,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,107.19,5145.12
ID0497,Yes,Female,0,No,Yes,42,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,One year,Yes,Credit card (automatic),59.52,2499.84
ID0498,No,Male,0,No,No,60,Yes,No phone service,No,No,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,53.34,3200.4
ID0499,No,Female,0,No,Yes,4,Yes,No,No,No internet service,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,53.85,215.4
ID0500,No,Female,0,Yes,No,2,Yes,No phone service,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),39.66,79.32
ID0501,No,Male,0,Yes,Yes,59,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,No internet service,Two year,No,Electronic check,106.07,6258.129999999999
ID0502,No,Male,1,No,Yes,27,Yes,Yes,No,Yes,Yes,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),34.66,935.8199999999999
ID0503,No,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),110.86,2993.22
ID0504,No,Female,0,Yes,Yes,72,Yes,Yes,No,Yes,No internet service,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),48.35,3481.2000000000003
ID0505,Yes,Male,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No,One year,No,Bank transfer (automatic),109.94,769.5799999999999
ID0506,No,Male,0,Yes,No,63,Yes,No,DSL,Yes,No,No,No,No internet service,No internet service,Two year,Yes,Mailed check,99.08,6242.04
ID0507,No,Female,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,Yes,No,No,No,One year,No,Bank transfer (automatic),78.2,3597.2000000000003
ID0508,No,Female,0,No,Yes,63,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),86.95,5477.85
ID0509,No,Female,0,No,Yes,12,Yes,No,No,Yes,No internet service,No,No,Yes,Yes,Month-to-month,No,Electronic check,52.58,630.96
ID0510,No,Female,0,No,No,13,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),77.42,1006.46
ID0511,No,Male,0,No,No,43,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),49.24,2117.32
ID0512,No,Female,1,No,No,17,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,60.23,1023.91
ID0513,No,Female,0,Yes,Yes,63,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),96.47,6077.61
ID0514,Yes,Male,0,Yes,Yes,36,Yes,No phone service,No,Yes,No internet service,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),44.39,1598.04
ID0515,Yes,Female,0,Yes,Yes,8,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,103.88,831.04
ID0516,No,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,57.59,3973.71
ID0517,No,Female,1,No,No,36,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,73.22,2635.92
ID0518,No,Female,0,No,Yes,28,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,One year,No,Mailed check,114.2,3197.6
ID0519,Yes,Male,0,No,Yes,47,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,88.13,4142.11
ID0520,No,Male,1,Yes,Yes,30,Yes,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,84.56,2536.8
